"title","class","bin_class"
"Unlocked iphone 4S 16GB, T-Mobile, AT&T, worldwide","4s","1"
"Verizon iPhone 4 16gb CLEAN ESN# GREAT Condition","4s","1"
"Iphone 4 -unlocked","4s","1"
"Used iphone 4s 16g","4s","1"
"Iphone 4s White Verizon","4s","1"
"BLACK APPLE IPHONE 4S 32GB AT&T","4s","1"
"IPHONE 4S ,htc,sanyo","4s","1"
"Apple iPhone 4S (16GB) White VERIZON Smartphone C - Like New","4s","1"
"Like new iPhone 4s VERIZON!","4s","1"
"Iphone 4S 16GB excellent condition","4s","1"
"iPhone 4s, White, 16GB, Sprint, Excellent Condition!! Case included","4s","1"
"**(((( iphone 4s unlocked ))))**","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Iphone 4s AT&T 16 GB Black ******","4s","1"
"3 Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"iPhone 4S 16GB AT&T","4s","1"
"Apple Iphone 4S 16gb unlocked for Tmobile","4s","1"
"iPhone 4s","4s","1"
"IPHONE 4S 16gb FACTORY UNLOCKED, CLEAN ESN. LOOKS NEW **PICS ADDED**","4s","1"
"iPhone 4S 16GB Factory Unlocked White","4s","1"
"2 Iphone 4S - 32GB & 64GB - Factory Unlocked USE ANY SIM CARD","4s","1"
"#### iPhone 4S AT&T LIKE NEW 9/10 ONLY $140!!! ####","4s","1"
"iPhone 4s Bundle - New Lower Price !!! !","4s","1"
"UNLOCKED iphone 4s great condition","4s","1"
"Verizon iPhone 4s 120.00","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Like new iPhone 4s 8gb white unlocked, Att, T-Mobile, metro pcs","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"Apple iPhone 4S 32GB GSM Unlocked 2 white 1black Worldwide Ready","4s","1"
"iPhone 5, Unlocked","5","1"
"Iphone 5 16 GB. ATT with box -New Excellent condition","5","1"
"16gb white iPhone 5","5","1"
"APPLE IPHONE 5 16GB (SPRINT)","5","1"
"iPhone 5 White 16GB AT&T","5","1"
"Verizon iPhone 5 factory unlock","5","1"
"IPHONE 5","5","1"
"Unlocked iphone 5 16gb for sale!","5","1"
"Brand New 32GB Iphone 5 Unlocked with All Accessories Plus Lot More","5","1"
"Iphone 5 in good condition","5","1"
"Sprint IPhone 5 32GB","5","1"
"AT&T White iPhone 5 16g","5","1"
"Factory unlocked Iphone 5 16Gb white like new","5","1"
"iPhone 5 16 GB White Sprint","5","1"
"SPRINT IPHONE 5 for sale","5","1"
"iPhone 5","5","1"
"Iphone 5 verizon/ unlocked white 16gb","5","1"
"IPhone 5 - 64G get an IPhone 3- 32G FREE","5","1"
"iPhone 5 64 GB","5","1"
"Brand New White/Silver IPhone 5 32 Gb","5","1"
"Iphone 5 16GB unlock","5","1"
"iPhone 5 64 GB AT&T - $275 (North County)","5","1"
"Iphone 5 black 16G ATT","5","1"
"iPhone 5 Verizon (white)","5","1"
"IPHONE 5 LOOKS BRAND NEW *unlocked","5","1"
"iphone 5 sprint perfect condition","5","1"
"IPHONE 5 LIKE BRAND NEW FACTORY UNLOCKED","5","1"
"iPhone 5 in good condition","5","1"
"Unlocked silver iPhone 5 32gb","5","1"
"iPhone 5 ATT carrier","5","1"
"Iphone 5 att","5","1"
"white factory unlocked iphone 5 16gb (box, charger)","5","1"
"Apple iPhone 5 - Factory Unlocked - White - 64 GB - Great Condition","5","1"
"White iPhone 5 for sprint","5","1"
"***Like New Refurbished Iphone 5 White AT&T 16gb***","5","1"
"iPHONE 5 WHITE 16 GB-SPRINT-CLEAN ESN- IN MINT CONDITION FOR SALE","5","1"
"IPhone 5","5","1"
"att. iphone 5","5","1"
"iPhone 5 white Verizon 16 gb","5","1"
"Locked iphone 5","5","1"
"iPhone 5-Sprint","5","1"
"iPhone 5 32 gig Sprint","5","1"
"Perfect shape Iphone 5 16gb AT&T, whi","5","1"
"iphone 5 64GB Unlocked","5","1"
"iPhone 5","5","1"
"iPhone 5 Verizon 16MB -$190","5","1"
"Excellent condition iPhone 5, 16GB, including 2 Vera Bradley cases","5","1"
"iPhone 5 T-mobile 16gb white Like new condition","5","1"
"Like New Iphone 5 32GB Unlock","5","1"
"iPhone 5 UNLOCKED","5","1"
"Iphone 5 White Unlocked","5","1"
"Space Grey iPhone 5 32gb w/ Box Excellent condition","5","1"
"Iphone 5 sprint wiped clean no icloud lock .... BAD ESN","5","1"
"iPhone 5","5","1"
"Verizon 16GB iphone 5 excellent condition","5","1"
"iPhone 5 64GB in Black Color Like New Flawless Condition Fac Unlocked","5","1"
"BLACK IPHONE 5 CLEAN UNLOCKED","5","1"
"AT&T iPhone 5 16gb Unlocked - Meticulously Well Taken Care Of","5","1"
"iPhone 5 at&t","5","1"
"At and t Iphone 5 32 gb","5","1"
"iphone 5 AT&T - shattered screen","5","1"
"iPhone 5 16 G","5","1"
"iPhone 5 with power bank sprint","5","1"
"Unlocked iPhone 5 16GB Black AT&T","5","1"
"Iphone 5 - perfect condition","5","1"
"iPhone 5 - Unlocked - Black - 8gb","5","1"
"iPhone 5 unlock /at&t","5","1"
"iPhone 5 - White - Factory Unlocked for sale","5","1"
"Iphone 5 - 32 gb black - unlocked! Use with any carrier!","5","1"
"iphone 5 brand new unlocked","5","1"
"Factory Unlocked Iphone 5 32GB Black","5","1"
"Iphone 5 (offer up) as is","5","1"
"IPhone 5","5","1"
"iphone 5 with life proof case, yurbuds armband","5","1"
"Brand New SEALED iPhone 5 64GB Factory Unlocked","5","1"
"Iphone 5 unlocked","5","1"
"Iphone 5 unlocked","5","1"
"i have two iphone 4 sale 5s & 5","5","1"
"White Verizon iPhone 5 for sale (16g)","5","1"
"iPhone 5 32gb black good condition","5","1"
"iPhone 5, 16GB, New Never Opened! (Factory Unlocked to all Carriers)","5","1"
"Silver iPhone 5 16gb","5","1"
"Like New Unlocked 16GB iPhone 5 for sale!!","5","1"
"iPhone 5 16GB AT&T","5","1"
"iPhone 5 for sale","5","1"
"16GB White iPhone 5 factory unlocked","5","1"
"iPhone 5 T-Mobile (unlocked)","5","1"
"iphone 5 64GB Black","5","1"
"Iphone 5 (Sprint) Excellent Condition/Clean ESN","5","1"
"iPhone 5 Sprint 64gb Very good condition!Black And White","5","1"
"unlocked 64 gb iphone 5","5","1"
"iphone 5","5","1"
"Black iPhone 5 16 GB - Factory Unlocked","5","1"
"Apple - White iPhone 5 Unlocked 16GB","5","1"
"iPhone 5 :)","5","1"
"iPhone 5 32GB Unlocked International","5","1"
"BRAND NEW IPHONE 5 UNLOCKED !!","5","1"
"iPhone 5 white (AT&T)","5","1"
"2 broken iphone 5","5","1"
"Apple iPhone 5 Black AT&T 16gb","5","1"
"Factory Unlocked iPhone 5 16GB Black","5","1"
"iPhone 5 32gb AT&T black","5","1"
"IPHONE 5 Unlock 16GB","5","1"
"Apple iPhone 5 At&t 16GB (Great Condition)","5","1"
"IPHONE 5 UNLOCKED NO SCARTCHES AT ALL!!","5","1"
"Great Condition iPhone 5!! For Sell!!!","5","1"
"Iphone 5,6","5","1"
"iPhone 5 16G for sale","5","1"
"Iphone 5 unlocked white 16gb in box one owner","5","1"
"Apple iPhone 5 - 16GB - Black - SPRINT","5","1"
"Black or white iPhone 5","5","1"
"2 Iphone 5 for Sale","5","1"
"Iphone 5","5","1"
"De venta iphone 5 deslaquiado como nuevo","5","1"
"iPhone 5 unlocked","5","1"
"Iphone 5 AT&T Like New Condition","5","1"
"Brand New Unlocked iPhone 5","5","1"
"iPhone 5","5","1"
"iPhone 5, ATT, 64gb, black","5","1"
"UNLOCKED WHITE 16 GIG IPHONE 5 WITH USB","5","1"
"16GB Black Verizon iPhone 5","5","1"
"Iphone 5 otter box","5","1"
"iPhone 5 32g AT&T unlock","5","1"
"UNLOCKED iPhone 5 32gb WHITE","5","1"
"▮UNLOCKED iPHONE 5 16G FOR AT&T OR VERIZON IN EXCELLENT CONDITION▮","5","1"
"iphone 5 AT&T","5","1"
"iPhone 5 32gb White Unknown Carrier iCloud Locked","5","1"
"Iphone 5","5","1"
"iPhone 5 (32g) white","5","1"
"Apple iPhone 5 AT&T used","5","1"
"Used at&t IPhone 5 16gb","5","1"
"Black Iphone 5 16gb for Sprint!!!","5","1"
"iphone 5","5","1"
"apple iPhone 5 at&t clean esn","5","1"
"iphone 5 black for parts","5","1"
"UNLOCKED IPHONE 5 32GB BLACK","5","1"
"IPHONE 5 FACTORY UNLOCKED EXCELLENT CONDITION","5","1"
"Apple iPhone 5 - 16GB (Verizon) w/ OtterBox Case, charger, etc. Look!","5","1"
"Iphone 5","5","1"
"iPhone 5 unlocked clean esn! 16 gig black","5","1"
"factory unlocked iphone 5 16gb like new 10/10","5","1"
"iphone 5 16GB verizon","5","1"
"AT&T iPhone 5 Black 16gb","5","1"
"Apple iPhone 5 White and Space Grey","5","1"
"2 month old Verizon iPhone 5 with 2 month old Mophie Case","5","1"
"iPhone 5- White 16gb unlocked","5","1"
"iPhone 5 32GB - Black","5","1"
"iPhone 5 UNLOCKED 30gb BLACK pristine condition with lots of extras.","5","1"
"Verizon Wireless iPhone 5 available now","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"16GB Black Verizon iPhone 5","5","1"
"Sprint Iphone 5c","5c","1"
"JAIL BROKEN 64 GB WHITE IPHONE 5C","5c","1"
"Iphone 5c's unlocked different colors","5c","1"
"2 brand new iPhone 5c MUST go today MAKE OFFER","5c","1"
"IPHONE 5C BLUE 16gb UNLOCK NEW CLEAN IMEI NO BLOCKS","5c","1"
"16 gb iPhone 5c GREAT CONDITION","5c","1"
"iPhone 5 c white","5c","1"
"iPhone 5","5c","1"
"iPhone 5c White Verizon","5c","1"
"APPLE IPHONE 5C PINK 16GB BRAND NEW ON SALE","5c","1"
"factory unlocked iphone 5c blue","5c","1"
"iPhone 5C white Sprint","5c","1"
"iPhone 5 c blue","5c","1"
"iPhone 5c 16 giga White Sprint","5c","1"
"16gb iPhone 5c white for sprint","5c","1"
"iPhone 5c Pink","5c","1"
"iphone 5c","5c","1"
"White iPhone 5c 16gb UNLOCKED","5c","1"
"White ATT iPhone 5C 16gig","5c","1"
"SPRINT iPhone 5c - PERFECT condition","5c","1"
"ATT iphone 5C 16GB BLUE.","5c","1"
"iPhone 5c 16g","5c","1"
"White iPhone 5C 16 GB with Charger and Factory Unlocked","5c","1"
"Brand new Iphone 5c (blue)","5c","1"
"iPhone 5C case","5c","1"
"APPLE IPHONE 5C T-MOBILE AT&T 16GB 4G UNLOCKED","5c","1"
"Verizon iPhone 5c 16GB bran new","5c","1"
"Factory Unlocked Iphone 5C white","5c","1"
"IPHONE 5C UNLOCKED","5c","1"
"IPhone 5c excellent condition","5c","1"
"IPHONE 5C WHITE 16 GB VERIZON UNLOCKED READY TO USE NOT ICLOUD LOCKED","5c","1"
"iPhone 5c 16 gb pink","5c","1"
"iPhone 5C Green 16GB","5c","1"
"Selling a perfect iPhone 5c pink Unlocked for any sim card tmobile","5c","1"
"iPhone 5c","5c","1"
"Brand new AT&T iPhone 5c !! Never been used","5c","1"
"iphone 5c 16gb factory unlocked","5c","1"
"Apple IPhone 5c 16GB Pink UNLOCKED with case","5c","1"
"2 Iphone 5c white no icloud","5c","1"
"Blue iPhone 5c","5c","1"
"iPhone 5c : T-Mobile : Bad IMEI","5c","1"
"Iphone 5c Brand New! UNLOCKED!!","5c","1"
"UNLOCKED 16GB IPHONE 5C WHITE","5c","1"
"iPhone 5c White 16gb - Factory Unlocked (Great condition 8/10)","5c","1"
"iPhone 5c 16gb unlocked $220 all colors (З47) 201-787I","5c","1"
"iPhone 5c 8gb Green Verizon","5c","1"
"iphone 5c","5c","1"
"Sprint Apple Iphone 5c good esn good condition any color","5c","1"
"Great conditions IPhone 5C unlocked work with any carrier..","5c","1"
"iphone 5c Blue 16GB Att ONLY","5c","1"
"Sprint iPhone 5c 16g","5c","1"
"iPhone 5c","5c","1"
"iPhone 5C-310$ 16GB UNLOCKED","5c","1"
"iphone 5c asking 160 phone needs to be unlocked","5c","1"
"iphone 5c white","5c","1"
"Iphone 5c pink","5c","1"
"Pink 16 gigabyte sprint iPhone 5C","5c","1"
"iPhone 5c 16gb Unlocked Any color $230","5c","1"
"iPhone 5c sprint (pink)","5c","1"
"Iphone 5C 16GB White Mint Condition FACTORY UNLOCKED (T-mobile, AT&T)","5c","1"
"iPhone 5c T-mobile","5c","1"
"iPhone 5c 16gb unlocked $230 all colors (З47) 201-787I","5c","1"
"iPhone 5c blue excellent condition","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"iPhone 5C 16GB blue unlocked ready for any SIM card","5c","1"
"iPhone 5c (ATT) Blue in Good Condition","5c","1"
"VERIZON IPHONE 5C - BLUE - 16 GB","5c","1"
"APPLE IPHONE 5C BRAND NEW UNLOCKED","5c","1"
"Sprint iPhone 5c","5c","1"
"IPhone 5c pink","5c","1"
"iphone 5c 32g (white) AT&T","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"Pink Sprint Iphone 5C like brandnew 170$$ obo","5c","1"
"IPHONE 5c FOR SALE $340","5c","1"
"iPhone 5c 16g Blue Unlocked","5c","1"
"iPhone 5S 32GB UNLOCKED","5s","1"
"Gold iPhone 5s 32gb Sprint","5s","1"
"AT&T IPhone 6, Gold, 128GB, New, Unopened - $700 (McKinney, TX)","5s","1"
"iPhone 5s 16 gb","5s","1"
"Iphone 5s 32gb White/ Gold - Unlocked Perfect Condition","5s","1"
"Black iPhone 5S Verizon 16GB","5s","1"
"IPHONE 5S","5s","1"
"BRAND NEW IPHONE 5s","5s","1"
"Iphone 5s champagne gold tmobile","5s","1"
"Iphone 5s trade","5s","1"
"Unlocked iPhone 5s 64GB","5s","1"
"iPhone 5S","5s","1"
"--------!!!!!!!!!! iPhone 5s factory unlocked like new","5s","1"
"Iphone 5s (Sprint)","5s","1"
"iphone 5s black forsale","5s","1"
"iphone 5s (at&t) *icloud activation lock*","5s","1"
"WTT Verizon iPhone 5s for Verizon Windows Phone","5s","1"
"Apple iPhone 5S 16GB (AT&T) ($100)","5s","1"
"GOLD iPhone 5S 16g AT&T UNLOCKED","5s","1"
"16gig AT&T IPhone 5s","5s","1"
"iPhone 5s Gold sprint 16g","5s","1"
"iPhone 5s - Verizon","5s","1"
"IPHONE 5S GOLD 32GB-FACTORY UNLOCKED","5s","1"
"Brand New Apple iPhone 5S 64GB FACTORY UNLOCKED Space-Gray Color","5s","1"
"White iPhone 5s Unlocked","5s","1"
"iPhone 5S AT&T","5s","1"
"Great Deal... Great Price... Factory Unlocked IPHONE 5S!","5s","1"
"Iphone 5S white 16GB Factory Unlocked","5s","1"
"Apple iPhone 5s 32GB","5s","1"
"iPhone 5s gold unlocked","5s","1"
"IPhone 5s T-Mobile/Metro Clean","5s","1"
"iphone 5s 16gb Black factory unlocked Mint Condition","5s","1"
"Att iPhone 5s clean esn","5s","1"
"iphone 5s 16GB Sprint","5s","1"
"****BIG SALE! IPHONE 5S AT&T AND CRICKET! BOX&ACCESORIES INCLUDED****","5s","1"
"Apple Iphone 5S White Verizon mint condition","5s","1"
"iPhone 5s 64g","5s","1"
"iPhone 5S Gold","5s","1"
"iPhone 5s 16 for sprint","5s","1"
"iPhone 5s","5s","1"
"Iphone 5s (A1453) carrier unlocked","5s","1"
"IPhone 5s mint! T-Mobile or metro pcs","5s","1"
"APPLE IPHONE 5S BRAND NEW IN BOX 16GB GOLD FACTORY UNLOCKED ON SALE:","5s","1"
"Iphone 5s","5s","1"
"iPhone 5s","5s","1"
"Brand new sprint iphone 5s","5s","1"
"Iphone 5s","5s","1"
"iPhone 5s gold sprint","5s","1"
"unlocked iphone 5s","5s","1"
"AT&T Apple 5s IPhone Gold 16gb","5s","1"
"Iphone 5s white/silver 16gb","5s","1"
"iPhone 5S 64 GB UNLOCKED FINGERPRINT SECURITY NEW","5s","1"
"iPhone 5s 16gb factory unlocked white","5s","1"
"iPhone 5s 16gb","5s","1"
"Iphone. 5s gold","5s","1"
"Sprint iPhone 5s 16GB WHITE","5s","1"
"Iphone 5s 32gb","5s","1"
"IPHONE 5S Gold for sprint","5s","1"
"Iphone 5s 16gb verizon gold","5s","1"
"AT&T iPhone 5S in silver for sale.","5s","1"
"iPhone 5s silver","5s","1"
"iphone 5s gold Tmobie","5s","1"
"iPhone 5s","5s","1"
"IPHONE 5S 16GB","5s","1"
"SELLING MINT CONDITION 32GB GOLD IPHONE 5S-TMOBILE-T","5s","1"
"AT&T iPhone 5s Gold with Box","5s","1"
"Sprint iPhone 5s","5s","1"
"APPLE IPHONE 5S like NEW I 16GB GOLD FACTORY UNLOCKED ON SALE space gr","5s","1"
"Iphone 5s 32gb sprint","5s","1"
"New iPhone 5S","5s","1"
"iPHONE 5S, Gold, Att, Mint!","5s","1"
"IPhone 5s gold 16gb","5s","1"
"2- iPhone 5S for sale","5s","1"
"iphone 5s 16gb Tmobile black","5s","1"
"iPhone 5s 64GB Space Grey MINT Condition","5s","1"
"iPhone 5S 16g space grey Verizon brand new","5s","1"
"iPhone 5S 32gb","5s","1"
